status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group,amount_group
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,رادیو/تلویزیون,2600,A61,۱-۴ سال,4,مرد مجرد,A101,4,A124,65,A143,A153,2,کارگر ماهر,1,A191,A201,0,65-56,5000-2000
بدون حساب جاری,15,وام های موجود پرداخت شده,رادیو/تلویزیون,1979,A65,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A123,35,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بیشتر از ۲۰۰ مارک,6,وام های موجود پرداخت شده,لوازم خانگی,2116,A61,۱-۴ سال,2,مرد مجرد,A101,2,A121,41,A143,A152,1,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
۰-۲۰۰ مارک,9,همه پرداخت شده,خودرو (نو),1437,A62,۴-۷ سال,2,مرد مجرد,A101,3,A124,29,A143,A152,1,کارگر ماهر,1,A191,A201,0,35-26,2000-1000
بدون حساب جاری,42,وضعیت بحرانی/سایر,لوازم خانگی,4042,A63,۱-۴ سال,4,مرد مجرد,A101,4,A121,36,A143,A152,2,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
بدون حساب جاری,9,وام های موجود پرداخت شده,آموزش,3832,A65,بیشتر از ۷ سال,1,مرد مجرد,A101,4,A121,64,A143,A152,1,کارگر ساده,1,A191,A201,1,65-56,5000-2000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,رادیو/تلویزیون,3660,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A123,28,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,18,همه پرداخت شده,لوازم خانگی,1553,A61,۱-۴ سال,4,مرد مجرد,A101,3,A123,44,A141,A152,1,کارگر ماهر,1,A191,A201,0,45-36,2000-1000
۰-۲۰۰ مارک,15,وام های موجود پرداخت شده,رادیو/تلویزیون,1444,A65,کمتر از ۱ سال,4,مرد مجرد,A101,1,A122,23,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,2000-1000
بدون حساب جاری,9,وام های موجود پرداخت شده,لوازم خانگی,1980,A61,کمتر از ۱ سال,2,زن مطلقه/جدا شده/متاهل,A102,2,A123,19,A143,A151,2,کارگر ماهر,1,A191,A201,0,25-18,2000-1000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,خودرو (نو),1355,A61,کمتر از ۱ سال,3,زن مطلقه/جدا شده/متاهل,A101,4,A123,25,A143,A152,1,کارگر ساده,1,A192,A201,0,25-18,2000-1000
بدون حساب جاری,12,وام های موجود پرداخت شده,آموزش,1393,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A122,47,A141,A152,3,کارگر ماهر,2,A192,A201,1,55-46,2000-1000
بدون حساب جاری,24,وام های موجود پرداخت شده,رادیو/تلویزیون,1376,A63,۴-۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A123,28,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,60,تاخیر پرداخت شده,رادیو/تلویزیون,15653,A61,۴-۷ سال,2,مرد مجرد,A101,4,A123,21,A143,A152,2,کارگر ماهر,1,A192,A201,1,25-18,بیشتر از 10000
بدون حساب جاری,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1493,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,3,A123,34,A143,A152,1,کارگر ماهر,2,A191,A201,1,35-26,2000-1000
کمتر از ۰ مارک,42,تاخیر پرداخت شده,رادیو/تلویزیون,4370,A61,۴-۷ سال,3,مرد مجرد,A101,2,A122,26,A141,A152,2,کارگر ماهر,2,A192,A201,0,35-26,5000-2000
کمتر از ۰ مارک,18,وام های موجود پرداخت شده,آموزش,750,A61,بیکار,4,زن مطلقه/جدا شده/متاهل,A101,1,A121,27,A143,A152,1,بیکار,1,A191,A201,0,35-26,کمتر از 1000
۰-۲۰۰ مارک,15,وام های موجود پرداخت شده,تعمیرات,1308,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,38,A143,A152,2,کارگر ساده,1,A191,A201,1,45-36,2000-1000
بدون حساب جاری,15,وام های موجود پرداخت شده,آموزش,4623,A62,۱-۴ سال,3,مرد مجرد,A101,2,A122,40,A143,A152,1,مدیر/خویش فرما,1,A192,A201,0,45-36,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,رادیو/تلویزیون,1851,A61,۴-۷ سال,4,مرد متاهل/بیوه,A103,2,A123,33,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
کمتر از ۰ مارک,18,وضعیت بحرانی/سایر,رادیو/تلویزیون,1880,A61,۴-۷ سال,4,مرد متاهل/بیوه,A101,1,A122,32,A143,A152,2,مدیر/خویش فرما,1,A192,A201,1,35-26,2000-1000
بدون حساب جاری,36,تاخیر پرداخت شده,کسب و کار,7980,A65,کمتر از ۱ سال,4,مرد مجرد,A101,4,A123,27,A143,A151,2,کارگر ماهر,1,A192,A201,0,35-26,10000-5000
کمتر از ۰ مارک,30,بدون وام/همه پرداخت شده,لوازم خانگی,4583,A61,۱-۴ سال,2,مرد مطلقه/جدا شده,A103,2,A121,32,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,12,وام های موجود پرداخت شده,خودرو (نو),1386,A63,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,2,A122,26,A143,A152,1,کارگر ماهر,1,A191,A201,0,35-26,2000-1000
بیشتر از ۲۰۰ مارک,24,وام های موجود پرداخت شده,خودرو (نو),947,A61,۴-۷ سال,4,مرد مجرد,A101,3,A124,38,A141,A153,1,کارگر ماهر,2,A191,A201,0,45-36,کمتر از 1000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,آموزش,684,A61,۱-۴ سال,4,مرد مجرد,A101,4,A123,40,A143,A151,1,کارگر ساده,2,A191,A201,0,45-36,کمتر از 1000
کمتر از ۰ مارک,48,وام های موجود پرداخت شده,آموزش,7476,A61,۴-۷ سال,4,مرد مجرد,A101,1,A124,50,A143,A153,1,مدیر/خویش فرما,1,A192,A201,1,55-46,10000-5000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,لوازم خانگی,1922,A61,۱-۴ سال,4,مرد مجرد,A101,2,A122,37,A143,A152,1,کارگر ساده,1,A191,A201,0,45-36,2000-1000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,خودرو (نو),2303,A61,بیشتر از ۷ سال,4,مرد مجرد,A102,1,A121,45,A143,A152,1,کارگر ماهر,1,A191,A201,0,45-36,5000-2000
۰-۲۰۰ مارک,36,تاخیر پرداخت شده,خودرو (نو),8086,A62,بیشتر از ۷ سال,2,مرد مجرد,A101,4,A123,42,A143,A152,4,مدیر/خویش فرما,1,A192,A201,0,45-36,10000-5000
بدون حساب جاری,24,وضعیت بحرانی/سایر,خودرو (کارکرده),2346,A61,۴-۷ سال,4,مرد مجرد,A101,3,A123,35,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,14,وام های موجود پرداخت شده,خودرو (نو),3973,A61,بیکار,1,مرد مجرد,A101,4,A124,22,A143,A153,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),888,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,41,A141,A152,1,کارگر ساده,2,A191,A201,0,45-36,کمتر از 1000
بدون حساب جاری,48,وام های موجود پرداخت شده,رادیو/تلویزیون,10222,A65,۴-۷ سال,4,مرد مجرد,A101,3,A123,37,A142,A152,1,کارگر ماهر,1,A192,A201,1,45-36,بیشتر از 10000
۰-۲۰۰ مارک,30,بدون وام/همه پرداخت شده,کسب و کار,4221,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,1,A123,28,A143,A152,2,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
۰-۲۰۰ مارک,18,وضعیت بحرانی/سایر,لوازم خانگی,6361,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,1,A124,41,A143,A152,1,کارگر ماهر,1,A192,A201,1,45-36,10000-5000
بیشتر از ۲۰۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1297,A61,۱-۴ سال,3,مرد متاهل/بیوه,A101,4,A121,23,A143,A151,1,کارگر ماهر,1,A191,A201,1,25-18,2000-1000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),900,A65,۱-۴ سال,4,مرد متاهل/بیوه,A101,2,A123,23,A143,A152,1,کارگر ماهر,1,A191,A201,0,25-18,کمتر از 1000
بدون حساب جاری,21,وام های موجود پرداخت شده,لوازم خانگی,2241,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A121,50,A143,A152,2,کارگر ماهر,1,A191,A201,1,55-46,5000-2000
۰-۲۰۰ مارک,6,تاخیر پرداخت شده,لوازم خانگی,1050,A61,بیکار,4,مرد مجرد,A101,1,A122,35,A142,A152,2,مدیر/خویش فرما,1,A192,A201,1,35-26,2000-1000
بیشتر از ۲۰۰ مارک,6,وضعیت بحرانی/سایر,آموزش,1047,A61,۱-۴ سال,2,زن مطلقه/جدا شده/متاهل,A101,4,A122,50,A143,A152,1,کارگر ساده,1,A191,A201,1,55-46,2000-1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,سایر,6314,A61,بیکار,4,مرد مجرد,A102,2,A124,27,A141,A152,2,مدیر/خویش فرما,1,A192,A201,1,35-26,10000-5000
۰-۲۰۰ مارک,30,همه پرداخت شده,لوازم خانگی,3496,A64,۱-۴ سال,4,مرد مجرد,A101,2,A123,34,A142,A152,1,کارگر ماهر,2,A192,A201,1,35-26,5000-2000
بدون حساب جاری,48,همه پرداخت شده,کسب و کار,3609,A61,۱-۴ سال,1,زن مطلقه/جدا شده/متاهل,A101,1,A121,27,A142,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,12,وضعیت بحرانی/سایر,خودرو (نو),4843,A61,بیشتر از ۷ سال,3,مرد مجرد,A102,4,A122,43,A143,A151,2,کارگر ماهر,1,A192,A201,0,45-36,5000-2000
بیشتر از ۲۰۰ مارک,30,وضعیت بحرانی/سایر,رادیو/تلویزیون,3017,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A122,47,A143,A152,1,کارگر ماهر,1,A191,A201,1,55-46,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,کسب و کار,4139,A62,۱-۴ سال,3,مرد مجرد,A101,3,A122,27,A143,A152,2,کارگر ساده,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,36,وام های موجود پرداخت شده,کسب و کار,5742,A62,۴-۷ سال,2,مرد مجرد,A101,2,A123,31,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,10000-5000
بدون حساب جاری,60,وام های موجود پرداخت شده,خودرو (نو),10366,A61,بیشتر از ۷ سال,2,مرد مجرد,A101,4,A122,42,A143,A152,1,مدیر/خویش فرما,1,A192,A201,1,45-36,بیشتر از 10000
بدون حساب جاری,6,وضعیت بحرانی/سایر,خودرو (نو),2080,A63,۱-۴ سال,1,مرد متاهل/بیوه,A101,2,A123,24,A143,A152,1,کارگر ماهر,1,A191,A201,1,25-18,5000-2000
بدون حساب جاری,21,تاخیر پرداخت شده,کسب و کار,2580,A63,کمتر از ۱ سال,4,مرد مجرد,A101,2,A121,41,A141,A152,1,کارگر ساده,2,A191,A201,0,45-36,5000-2000
بدون حساب جاری,30,وضعیت بحرانی/سایر,رادیو/تلویزیون,4530,A61,۴-۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A123,26,A143,A151,1,مدیر/خویش فرما,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,24,وضعیت بحرانی/سایر,لوازم خانگی,5150,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,33,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,10000-5000
۰-۲۰۰ مارک,72,وام های موجود پرداخت شده,رادیو/تلویزیون,5595,A62,۱-۴ سال,2,مرد متاهل/بیوه,A101,2,A123,24,A143,A152,1,کارگر ماهر,1,A191,A201,0,25-18,10000-5000
کمتر از ۰ مارک,24,وام های موجود پرداخت شده,رادیو/تلویزیون,2384,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A121,64,A141,A151,1,کارگر ساده,1,A191,A201,1,65-56,5000-2000
بدون حساب جاری,18,وام های موجود پرداخت شده,رادیو/تلویزیون,1453,A61,کمتر از ۱ سال,3,زن مطلقه/جدا شده/متاهل,A101,1,A121,26,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,6,وام های موجود پرداخت شده,آموزش,1538,A61,کمتر از ۱ سال,1,زن مطلقه/جدا شده/متاهل,A101,2,A124,56,A143,A152,1,کارگر ماهر,1,A191,A201,1,65-56,2000-1000
بدون حساب جاری,12,وام های موجود پرداخت شده,رادیو/تلویزیون,2279,A65,۱-۴ سال,4,مرد مجرد,A101,4,A124,37,A143,A153,1,کارگر ماهر,1,A192,A201,1,45-36,5000-2000
بدون حساب جاری,15,تاخیر پرداخت شده,رادیو/تلویزیون,1478,A61,۱-۴ سال,4,مرد متاهل/بیوه,A101,3,A121,33,A141,A152,2,کارگر ماهر,1,A191,A201,1,35-26,2000-1000
بدون حساب جاری,24,وضعیت بحرانی/سایر,رادیو/تلویزیون,5103,A61,کمتر از ۱ سال,3,مرد متاهل/بیوه,A101,3,A124,47,A143,A153,3,کارگر ماهر,1,A192,A201,1,55-46,10000-5000
۰-۲۰۰ مارک,36,تاخیر پرداخت شده,کسب و کار,9857,A62,۴-۷ سال,1,مرد مجرد,A101,3,A122,31,A143,A152,2,کارگر ساده,2,A192,A201,1,35-26,10000-5000
بدون حساب جاری,60,وام های موجود پرداخت شده,خودرو (نو),6527,A65,۱-۴ سال,4,مرد مجرد,A101,4,A124,34,A143,A153,1,کارگر ماهر,2,A192,A201,1,35-26,10000-5000
بیشتر از ۲۰۰ مارک,10,وضعیت بحرانی/سایر,رادیو/تلویزیون,1347,A65,۴-۷ سال,4,مرد مجرد,A101,2,A122,27,A143,A152,2,کارگر ماهر,1,A192,A201,1,35-26,2000-1000
۰-۲۰۰ مارک,36,تاخیر پرداخت شده,خودرو (نو),2862,A62,بیشتر از ۷ سال,4,مرد مجرد,A101,3,A124,30,A143,A153,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
بدون حساب جاری,9,وام های موجود پرداخت شده,رادیو/تلویزیون,2753,A62,بیشتر از ۷ سال,3,مرد مجرد,A102,4,A123,35,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
کمتر از ۰ مارک,12,وام های موجود پرداخت شده,خودرو (نو),3651,A64,۱-۴ سال,1,مرد مجرد,A101,3,A122,31,A143,A152,1,کارگر ماهر,2,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,15,وضعیت بحرانی/سایر,لوازم خانگی,975,A61,۱-۴ سال,2,مرد مطلقه/جدا شده,A101,3,A122,25,A143,A152,2,کارگر ماهر,1,A191,A201,1,25-18,کمتر از 1000
۰-۲۰۰ مارک,15,وام های موجود پرداخت شده,تعمیرات,2631,A62,۱-۴ سال,3,زن مطلقه/جدا شده/متاهل,A101,2,A121,25,A143,A152,1,کارگر ساده,1,A191,A201,1,25-18,5000-2000
۰-۲۰۰ مارک,24,وام های موجود پرداخت شده,رادیو/تلویزیون,2896,A62,کمتر از ۱ سال,2,مرد مجرد,A101,1,A123,29,A143,A152,1,کارگر ماهر,1,A191,A201,1,35-26,5000-2000
کمتر از ۰ مارک,6,وضعیت بحرانی/سایر,خودرو (نو),4716,A65,کمتر از ۱ سال,1,مرد مجرد,A101,3,A121,44,A143,A152,2,کارگر ساده,2,A191,A201,1,45-36,5000-2000
بدون حساب جاری,24,وام های موجود پرداخت شده,رادیو/تلویزیون,2284,A61,۴-۷ سال,4,مرد مجرد,A101,2,A123,28,A143,A152,1,کارگر ماهر,1,A192,A201,1,35-26,5000-2000
بدون حساب جاری,6,وام های موجود پرداخت شده,خودرو (کارکرده),1236,A63,۱-۴ سال,2,مرد مجرد,A101,4,A122,50,A143,A151,1,کارگر ماهر,1,A191,A201,1,55-46,2000-1000
۰-۲۰۰ مارک,12,وام های موجود پرداخت شده,رادیو/تلویزیون,1103,A61,۴-۷ سال,4,مرد مجرد,A103,3,A121,29,A143,A152,2,کارگر ماهر,1,A191,A202,1,35-26,2000-1000
بدون حساب جاری,12,وضعیت بحرانی/سایر,خودرو (نو),926,A61,بیکار,1,زن مطلقه/جدا شده/متاهل,A101,2,A122,38,A143,A152,1,بیکار,1,A191,A201,1,45-36,کمتر از 1000
بدون حساب جاری,18,وضعیت بحرانی/سایر,رادیو/تلویزیون,1800,A61,۱-۴ سال,4,مرد مجرد,A101,2,A123,24,A143,A152,2,کارگر ماهر,1,A191,A201,1,25-18,2000-1000
بیشتر از ۲۰۰ مارک,15,وام های موجود پرداخت شده,آموزش,1905,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A123,40,A143,A151,1,مدیر/خویش فرما,1,A192,A201,1,45-36,2000-1000
بدون حساب جاری,12,وام های موجود پرداخت شده,لوازم خانگی,1123,A63,۱-۴ سال,4,زن مطلقه/جدا شده/متاهل,A101,4,A123,29,A143,A151,1,کارگر ساده,1,A191,A201,0,35-26,2000-1000
کمتر از ۰ مارک,48,وضعیت بحرانی/سایر,خودرو (کارکرده),6331,A61,بیشتر از ۷ سال,4,مرد مجرد,A101,4,A124,46,A143,A153,2,کارگر ماهر,1,A192,A201,0,55-46,10000-5000
بیشتر از ۲۰۰ مارک,24,وام های موجود پرداخت شده,رادیو/تلویزیون,1377,A62,بیشتر از ۷ سال,4,زن مطلقه/جدا شده/متاهل,A101,2,A124,47,A143,A153,1,کارگر ماهر,1,A192,A201,1,55-46,2000-1000
۰-۲۰۰ مارک,30,تاخیر پرداخت شده,کسب و کار,2503,A62,بیشتر از ۷ سال,4,مرد مجرد,A101,2,A122,41,A142,A152,2,کارگر ماهر,1,A191,A201,1,45-36,5000-2000
۰-۲۰۰ مارک,27,وام های موجود پرداخت شده,کسب و کار,2528,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,1,A122,32,A143,A152,1,کارگر ماهر,2,A192,A201,1,35-26,5000-2000
بدون حساب جاری,15,وام های موجود پرداخت شده,خودرو (نو),5324,A63,بیشتر از ۷ سال,1,زن مطلقه/جدا شده/متاهل,A101,4,A124,35,A143,A153,1,کارگر ماهر,1,A191,A201,1,35-26,10000-5000
۰-۲۰۰ مارک,48,وام های موجود پرداخت شده,خودرو (نو),6560,A62,۴-۷ سال,3,مرد مجرد,A101,2,A122,24,A143,A152,1,کارگر ماهر,1,A191,A201,0,25-18,10000-5000
۰-۲۰۰ مارک,12,بدون وام/همه پرداخت شده,لوازم خانگی,2969,A61,کمتر از ۱ سال,4,زن مطلقه/جدا شده/متاهل,A101,3,A122,25,A143,A151,2,کارگر ماهر,1,A191,A201,0,25-18,5000-2000
